PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, BASE
Station name, Base_Station    
Begin Date, 2017-02-18
End Date, 2018-06-08
Release Date, 2018-07-14
Source file, BASE.pbo.nam08.pos
Offset from source file, 3.76 mm North, 3.58 mm East, -29.53 mm Vertical
Reference position, 42.6058248275 North Latitude, -114.8750388773 East Longitude, 1119.19669 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2018-02-23,4.31, -1.23, -22.78, 1.75, 1.51, 5.57, suppl,
2018-02-24,3.92, -1.99, -17.67, 1.74, 1.48, 5.56, suppl,
2018-02-25,3.95, -1.89, -19.45, 1.74, 1.47, 5.58, suppl,
2018-02-26,3.33, -1.43, -18.22, 1.82, 1.51, 5.84, suppl,
2018-02-27,4.40, -1.37, -17.89, 1.78, 1.49, 5.79, suppl,
2018-02-28,3.89, -1.41, -17.53, 1.74, 1.45, 5.66, suppl,
2018-03-01,3.90, -0.81, -18.94, 1.81, 1.52, 5.93, suppl,
2018-03-02,4.90, 0.12, -20.82, 1.92, 1.61, 6.24, suppl,
2018-03-03,4.38, -1.24, -23.17, 1.82, 1.5, 5.87, suppl,
2018-03-04,3.60, -2.06, -19.98, 1.79, 1.48, 5.83, suppl,
2018-03-05,3.46, -1.85, -26.31, 1.78, 1.47, 5.77, suppl,
2018-03-06,3.76, -1.48, -23.51, 1.74, 1.46, 5.66, suppl,
2018-03-07,4.72, -0.63, -24.74, 1.74, 1.46, 5.68, suppl,
2018-03-08,4.38, -0.97, -17.38, 1.84, 1.53, 6, suppl,
2018-03-09,4.72, -1.98, -12.29, 1.84, 1.53, 6.02, suppl,
2018-03-10,5.09, -0.85, -16.74, 1.82, 1.52, 5.97, suppl,
2018-03-11,4.89, -0.88, -21.35, 1.75, 1.53, 5.78, suppl,
2018-03-12,4.77, -0.72, -26.40, 1.72, 1.51, 5.63, suppl,
2018-03-13,4.60, -0.26, -20.55, 1.81, 1.57, 5.9, suppl,
2018-03-14,3.41, -1.02, -16.53, 1.78, 1.5, 5.87, suppl,
2018-03-15,4.62, -1.89, -14.93, 1.73, 1.45, 5.73, suppl,
2018-03-16,4.57, -1.63, -13.87, 1.7, 1.44, 5.66, suppl,
2018-03-17,7.48, 4.07, -7.50, 1.93, 1.66, 6.34, suppl,
2018-03-18,4.80, -1.53, -18.73, 1.7, 1.47, 5.62, suppl,
2018-03-19,4.22, -1.66, -24.46, 1.68, 1.44, 5.53, suppl,
2018-03-20,4.24, -1.45, -20.38, 1.67, 1.45, 5.52, suppl,
2018-03-21,4.89, -1.60, -21.36, 1.73, 1.49, 5.71, suppl,
2018-03-22,4.50, -0.42, -22.20, 1.77, 1.51, 5.82, suppl,
2018-03-23,4.76, -1.02, -24.27, 1.81, 1.55, 5.98, suppl,
2018-03-24,3.89, -1.20, -20.55, 1.75, 1.5, 5.82, suppl,
2018-03-25,5.20, -2.42, -23.61, 1.66, 1.45, 5.49, suppl,
2018-03-26,5.27, -2.31, -24.22, 1.71, 1.47, 5.57, suppl,
2018-03-27,4.32, -2.20, -26.96, 1.69, 1.47, 5.52, suppl,
2018-03-28,3.43, -2.76, -25.12, 1.8, 1.54, 5.93, suppl,
2018-03-29,4.24, -2.45, -23.49, 1.7, 1.47, 5.61, suppl,
2018-03-30,4.22, -1.96, -24.32, 1.72, 1.53, 5.63, suppl,
2018-03-31,4.46, -2.00, -26.28, 1.65, 1.46, 5.42, suppl,
2018-04-01,3.69, -2.47, -21.54, 1.65, 1.43, 5.45, suppl,
2018-04-02,4.62, -1.78, -17.39, 1.76, 1.52, 5.81, suppl,
2018-04-03,4.12, -1.69, -21.99, 1.63, 1.4, 5.33, suppl,
2018-04-04,4.59, -1.47, -21.97, 1.63, 1.41, 5.32, suppl,
2018-04-05,4.39, -1.67, -24.04, 1.63, 1.43, 5.34, suppl,
2018-04-06,4.51, -0.75, -24.20, 1.6, 1.37, 5.22, suppl,
2018-04-07,5.00, -1.74, -21.56, 1.93, 1.61, 6.23, suppl,
2018-04-08,4.16, -3.15, -19.17, 1.72, 1.48, 5.66, suppl,
2018-04-09,4.83, -2.60, -25.09, 1.6, 1.39, 5.3, suppl,
2018-04-10,4.25, -2.10, -24.20, 1.73, 1.49, 5.63, suppl,
2018-04-11,4.92, -3.62, -15.69, 1.79, 1.55, 5.87, suppl,
2018-04-12,4.38, -2.41, -13.01, 1.7, 1.42, 5.53, suppl,
2018-04-13,4.18, -2.10, -22.49, 1.69, 1.42, 5.51, suppl,
2018-04-14,4.20, -1.60, -26.90, 1.5, 1.29, 4.9, suppl,
2018-04-20,3.53, -2.68, -18.36, 2.78, 2.12, 9.28, final,
2018-04-21,3.03, -2.57, -26.22, 2.79, 2.13, 9.32, final,
2018-04-29,3.29, -2.97, -14.36, 1.48, 1.25, 5.22, final,
2018-04-30,4.29, -3.00, -19.40, 1.41, 1.22, 5.18, final,
2018-05-01,3.91, -2.28, -17.27, 1.39, 1.25, 4.9, final,
2018-05-02,4.47, -2.44, -17.72, 1.39, 1.18, 4.99, final,
2018-05-03,3.37, -2.95, -20.44, 1.46, 1.23, 5.15, final,
2018-05-04,4.16, -2.12, -24.86, 1.48, 1.24, 5.05, final,
2018-05-05,3.58, -2.42, -22.81, 1.44, 1.21, 4.93, final,
2018-05-06,4.17, -2.81, -22.27, 1.6, 1.33, 5.43, final,
2018-05-07,3.75, -2.73, -25.22, 1.45, 1.22, 4.97, final,
2018-05-08,4.34, -2.22, -25.01, 1.45, 1.22, 5.08, final,
2018-05-09,5.01, -1.49, -24.37, 1.86, 1.5, 6.3, final,
2018-05-27,3.38, -3.22, -9.08, 1.93, 1.53, 6.35, final,
2018-05-28,3.89, -2.32, -10.18, 1.72, 1.38, 5.84, final,
2018-05-29,3.48, -3.43, -13.17, 1.8, 1.44, 6.06, final,
2018-05-30,3.34, -1.94, -8.53, 1.72, 1.38, 5.82, final,
2018-05-31,4.31, -3.14, -4.91, 1.88, 1.5, 6.34, final,
2018-06-01,4.30, -2.75, -18.69, 1.59, 1.29, 5.42, final,
2018-06-02,3.71, -2.27, -22.71, 1.45, 1.19, 5.01, final,
2018-06-03,4.48, -2.71, -20.61, 1.52, 1.24, 5.1, final,
2018-06-04,3.35, -2.82, -13.05, 1.78, 1.43, 5.99, final,
2018-06-05,3.31, -3.12, -11.46, 1.74, 1.4, 5.98, final,
2018-06-06,3.41, -2.70, -13.47, 1.64, 1.32, 5.59, final,
2018-06-07,3.00, -1.94, -12.86, 1.8, 1.43, 6.02, final,
2018-06-08,3.12, -3.00, -14.97, 1.75, 1.39, 5.87, final,
