PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, STOE
Station name, South_Toe_Slope 
Begin Date, 2017-02-05
End Date, 2018-06-02
Release Date, 2018-06-21
Source file, STOE.pbo.nam08.pos
Offset from source file, -15.79 mm North, -13.85 mm East, 11.80 mm Vertical
Reference position, 42.6126951495 North Latitude, -114.8953973029 East Longitude, 973.88339 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2018-01-23,-101.18, -90.26, 121.13, 2.03, 1.64, 7.22, suppf,
2018-02-11,-101.47, -91.94, 130.07, 3.05, 2.43, 10.27, suppl,
2018-02-12,-101.71, -92.09, 133.63, 3.06, 2.45, 10.35, suppl,
2018-02-13,-102.08, -92.86, 125.60, 3.07, 2.47, 10.4, suppl,
2018-02-14,-101.37, -92.79, 131.48, 3.08, 2.46, 10.42, suppl,
2018-02-15,-103.03, -94.52, 122.23, 3.02, 2.4, 10.23, suppl,
2018-02-16,-103.52, -94.03, 126.28, 3.02, 2.43, 10.33, suppl,
2018-02-17,-102.70, -94.42, 130.61, 3.08, 2.47, 10.54, suppl,
2018-02-18,-101.58, -93.10, 132.88, 2.22, 1.83, 7.68, suppl,
2018-02-19,-102.13, -93.66, 130.28, 2.21, 1.83, 7.55, suppl,
2018-02-20,-101.69, -93.62, 129.96, 2.19, 1.81, 7.56, suppl,
2018-02-21,-102.51, -93.47, 128.10, 2.11, 1.79, 7.38, suppl,
2018-02-22,-103.18, -91.87, 130.07, 2.17, 1.82, 7.45, suppl,
2018-02-23,-101.20, -93.20, 127.21, 3.04, 2.46, 10.24, suppl,
2018-02-24,-103.01, -94.18, 131.59, 2.19, 1.83, 7.54, suppl,
2018-02-25,-102.93, -92.98, 132.38, 2.21, 1.82, 7.59, suppl,
2018-02-26,-103.77, -93.59, 123.92, 2.22, 1.86, 7.72, suppl,
2018-02-27,-102.63, -93.33, 132.33, 2.2, 1.82, 7.68, suppl,
2018-02-28,-102.88, -93.42, 132.17, 2.17, 1.79, 7.6, suppl,
2018-03-01,-102.58, -92.38, 130.94, 2.12, 1.77, 7.47, suppl,
2018-03-02,-101.26, -91.58, 127.38, 2.43, 2.01, 8.28, suppl,
2018-03-03,-102.93, -92.89, 123.87, 2.24, 1.85, 7.78, suppl,
2018-03-04,-103.67, -94.65, 127.18, 2.21, 1.81, 7.7, suppl,
2018-03-05,-103.37, -93.24, 120.41, 2.2, 1.8, 7.66, suppl,
2018-03-06,-102.89, -93.78, 124.57, 2.17, 1.8, 7.54, suppl,
2018-03-07,-102.61, -92.59, 122.88, 2.16, 1.78, 7.46, suppl,
2018-03-08,-102.54, -93.17, 130.91, 2.21, 1.84, 7.74, suppl,
2018-03-09,-103.62, -94.31, 132.29, 2.2, 1.79, 7.67, suppl,
2018-03-10,-102.16, -94.07, 129.35, 2.19, 1.79, 7.61, suppl,
2018-03-11,-102.77, -93.54, 125.01, 2.12, 1.78, 7.29, suppl,
2018-03-12,-102.95, -92.95, 121.95, 2.03, 1.73, 6.94, suppl,
2018-03-13,-103.00, -92.38, 126.74, 2.07, 1.74, 7.01, suppl,
2018-03-14,-103.09, -93.64, 133.12, 2.03, 1.67, 6.96, suppl,
2018-03-15,-102.60, -93.92, 129.97, 2.08, 1.7, 7.12, suppl,
2018-03-16,-102.28, -93.58, 131.29, 2, 1.67, 6.97, suppl,
2018-03-17,-102.13, -92.40, 133.75, 2.01, 1.7, 7.08, suppl,
2018-03-18,-102.55, -93.98, 127.52, 1.97, 1.63, 6.7, suppl,
2018-03-19,-102.77, -93.92, 122.75, 1.97, 1.65, 6.75, suppl,
2018-03-20,-102.82, -93.57, 127.98, 1.99, 1.67, 6.84, suppl,
2018-03-21,-102.84, -93.16, 128.61, 2.12, 1.77, 7.43, suppl,
2018-03-22,-102.92, -92.48, 121.81, 2.14, 1.78, 7.5, suppl,
2018-03-23,-102.91, -93.04, 123.58, 2.18, 1.82, 7.66, suppl,
2018-03-24,-103.81, -94.29, 130.63, 2.17, 1.79, 7.56, suppl,
2018-04-20,-104.31, -93.29, 138.71, 2.83, 2.19, 9.62, final,
2018-04-21,-103.09, -93.84, 133.54, 2.85, 2.19, 9.62, final,
2018-04-29,-104.44, -94.25, 141.10, 1.95, 1.6, 6.96, final,
2018-04-30,-102.90, -94.09, 137.42, 1.89, 1.56, 6.84, final,
2018-05-01,-103.46, -93.42, 137.67, 1.91, 1.61, 6.94, final,
2018-05-02,-103.66, -94.32, 135.88, 1.91, 1.56, 6.84, final,
2018-05-03,-104.40, -94.62, 132.29, 1.98, 1.63, 7.12, final,
2018-05-04,-104.54, -94.54, 129.19, 2.04, 1.66, 7.27, final,
2018-05-05,-105.29, -94.67, 132.51, 1.98, 1.61, 7.06, final,
2018-05-06,-104.40, -95.57, 131.17, 2.07, 1.67, 7.33, final,
2018-05-07,-104.59, -97.01, 128.47, 2.06, 1.67, 7.38, final,
2018-05-08,-103.99, -95.12, 129.79, 2.07, 1.67, 7.38, final,
2018-05-09,-104.73, -95.48, 130.66, 2.41, 1.88, 8.48, final,
2018-05-27,-110.19, -100.20, 146.32, 2.18, 1.72, 7.62, final,
2018-05-28,-110.11, -99.88, 147.15, 2.04, 1.62, 7.24, final,
2018-05-29,-111.53, -99.76, 150.64, 2.13, 1.7, 7.53, final,
2018-05-30,-110.83, -100.36, 149.92, 2.17, 1.75, 7.78, final,
2018-05-31,-110.46, -101.58, 150.56, 2.17, 1.71, 7.63, final,
2018-06-01,-111.35, -100.45, 140.37, 2.05, 1.63, 7.26, final,
2018-06-02,-112.24, -101.62, 142.07, 2.07, 1.65, 7.35, final,
